"","gene","cluster_id","logFC","logCPM","F","p_val","p_adj.loc","p_adj.glb","coef"
"1","AL627309.1","Exc L2-3 CBLN2 LINC02306",0.178502301471763,2.89062727807379,0.340551058837729,0.559865102257066,0.748862892716164,0.748862892716164,"cognps_random_slope"
"2","AL669831.5","Exc L2-3 CBLN2 LINC02306",-0.207456881963811,6.00124732086433,1.82853128736213,0.177122931416322,0.361346889146136,0.361346889146136,"cognps_random_slope"
"3","LINC00115","Exc L2-3 CBLN2 LINC02306",1.26942272856258,0.628682440277697,5.87415657410531,0.015841158878988,0.0672295907008249,0.0672295907008249,"cognps_random_slope"
"4","AL645608.7","Exc L2-3 CBLN2 LINC02306",-0.324775225477562,-1.73636936410812,0.111431647409926,0.820133037419485,0.922161414937575,0.922161414937575,"cognps_random_slope"
"5","NOC2L","Exc L2-3 CBLN2 LINC02306",-0.238739279310743,4.55007921724476,2.82395751104321,0.0937069698800349,0.235062815357427,0.235062815357427,"cognps_random_slope"
"6","KLHL17","Exc L2-3 CBLN2 LINC02306",-0.374702138860671,2.74551630743819,1.80033387850919,0.180490913865216,0.365655067732697,0.365655067732697,"cognps_random_slope"
"7","AL645608.8","Exc L2-3 CBLN2 LINC02306",3.44750079071945,-0.752422509117332,16.1474638340181,7.09431129085402e-05,0.00102958833029506,0.00102958833029506,"cognps_random_slope"
"8","HES4","Exc L2-3 CBLN2 LINC02306",3.89601020090257,3.50165903387025,64.714403527767,1.17275207102289e-14,5.76175819823942e-12,5.76175819823942e-12,"cognps_random_slope"
"9","ISG15","Exc L2-3 CBLN2 LINC02306",1.04536631358018,1.40978575441115,3.85159107973972,0.0504440836165217,0.152610870755068,0.152610870755068,"cognps_random_slope"
"10","AL645608.2","Exc L2-3 CBLN2 LINC02306",-0.278191488588265,-0.789606497665935,0.181767678994402,0.853851953330607,0.939112680448896,0.939112680448896,"cognps_random_slope"
"11","AGRN","Exc L2-3 CBLN2 LINC02306",0.0442137434070105,5.19903301223206,0.0318729533338852,0.858404005742625,0.941316882747033,0.941316882747033,"cognps_random_slope"
"12","C1orf159","Exc L2-3 CBLN2 LINC02306",0.457548473982175,5.6578162838183,15.3368346210711,0.000107007619334975,0.00143260010524124,0.00143260010524124,"cognps_random_slope"
"13","TNFRSF18","Exc L2-3 CBLN2 LINC02306",0.479620859487526,1.23680816611174,0.62996552409101,0.427874149917591,0.637690955284588,0.637690955284588,"cognps_random_slope"
"14","TNFRSF4","Exc L2-3 CBLN2 LINC02306",-1.06855674193475,0.647665587455463,3.29812277310307,0.0701642678426008,0.191907084728481,0.191907084728481,"cognps_random_slope"
"15","SDF4","Exc L2-3 CBLN2 LINC02306",0.262779855346442,5.16212650033966,2.18809780209016,0.139927620551329,0.308990374387725,0.308990374387725,"cognps_random_slope"
"16","B3GALT6","Exc L2-3 CBLN2 LINC02306",-0.459246578013334,2.40550675009867,4.80158252297495,0.0290534757419954,0.103418238637643,0.103418238637643,"cognps_random_slope"
"17","C1QTNF12","Exc L2-3 CBLN2 LINC02306",2.07412190652996,-0.247106305759574,13.878950713091,0.000225229140393179,0.00258456861485405,0.00258456861485405,"cognps_random_slope"
"18","UBE2J2","Exc L2-3 CBLN2 LINC02306",0.0393198788794119,4.8050146172414,0.128557561701055,0.906118039819216,0.964122372662843,0.964122372662843,"cognps_random_slope"
"19","LINC01786","Exc L2-3 CBLN2 LINC02306",0.298927592102151,1.81802277996698,0.92964036641804,0.335583001753252,0.546525323391859,0.546525323391859,"cognps_random_slope"
"20","SCNN1D","Exc L2-3 CBLN2 LINC02306",0.436847687025461,2.96026309704812,2.77402044675185,0.0966474552703752,0.239898265778633,0.239898265778633,"cognps_random_slope"
"21","ACAP3","Exc L2-3 CBLN2 LINC02306",-0.355549534673272,7.03003056249702,5.78386152733069,0.0166619339151418,0.0695514751810486,0.0695514751810486,"cognps_random_slope"
"22","PUSL1","Exc L2-3 CBLN2 LINC02306",-0.183603996420392,1.74718349932824,0.484049648939417,0.48702828472872,0.689878126647881,0.689878126647881,"cognps_random_slope"
"23","INTS11","Exc L2-3 CBLN2 LINC02306",-0.447727389913296,5.63538461439305,15.1840943851094,0.000115649184067152,0.00152700291412666,0.00152700291412666,"cognps_random_slope"
"24","CPTP","Exc L2-3 CBLN2 LINC02306",-0.867695071251908,2.91053657748551,21.4852925441631,4.94217799287057e-06,0.000118381233124698,0.000118381233124698,"cognps_random_slope"
"25","TAS1R3","Exc L2-3 CBLN2 LINC02306",-1.22731275672006,-1.05069587823953,2.50896736127335,0.11405016141355,0.268489381549214,0.268489381549214,"cognps_random_slope"
"26","DVL1","Exc L2-3 CBLN2 LINC02306",-0.363544465297114,4.63183438281102,6.78393486993686,0.00956710077514111,0.0467533127401413,0.0467533127401413,"cognps_random_slope"
