"","gene","cluster_id","logFC","logCPM","F","p_val","p_adj.loc","p_adj.glb","coef"
"1","AL669831.5","Inh ALCAM TRPM3",-0.00509640170974775,5.37987829007227,1.36192984128427,0.244082754730876,0.99996821943201,0.999993613368723,"soc_net_bl"
"2","NOC2L","Inh ALCAM TRPM3",-0.0015049918193053,4.89136441352024,0.112795991916673,0.94851550677182,0.99996821943201,0.999993613368723,"soc_net_bl"
"3","HES4","Inh ALCAM TRPM3",0.0047321118839839,4.52456838393037,0.548580233811081,0.459448102083216,0.99996821943201,0.999993613368723,"soc_net_bl"
"4","C1orf159","Inh ALCAM TRPM3",-0.00186164210541637,5.54344597967418,0.207066765877407,0.649388537174243,0.99996821943201,0.999993613368723,"soc_net_bl"
"5","SDF4","Inh ALCAM TRPM3",-0.00862566857341926,5.50559171559674,5.15121980754534,0.0239032111236491,0.99996821943201,0.999993613368723,"soc_net_bl"
"6","UBE2J2","Inh ALCAM TRPM3",0.00250738007840908,5.20785509229434,0.431622271306982,0.511671945092946,0.99996821943201,0.999993613368723,"soc_net_bl"
"7","ACAP3","Inh ALCAM TRPM3",-0.00341903051201113,6.1606050389837,0.758434752785233,0.384479590700471,0.99996821943201,0.999993613368723,"soc_net_bl"
"8","INTS11","Inh ALCAM TRPM3",-0.00202289883610594,5.58363671115082,0.314764059674975,0.624696216790092,0.99996821943201,0.999993613368723,"soc_net_bl"
"9","DVL1","Inh ALCAM TRPM3",-0.00867861430780098,4.58446104887704,2.98282840535006,0.08512878931138,0.99996821943201,0.999993613368723,"soc_net_bl"
"10","AURKAIP1","Inh ALCAM TRPM3",0.00683963170285058,4.40218589275054,1.03608692297895,0.309511585578853,0.99996821943201,0.999993613368723,"soc_net_bl"
"11","CCNL2","Inh ALCAM TRPM3",-0.00374417684188035,5.91483684512489,1.43871550445763,0.231245447569596,0.99996821943201,0.999993613368723,"soc_net_bl"
"12","MRPL20","Inh ALCAM TRPM3",0.00470922057818612,4.84969886525738,0.968095747439391,0.325907907077006,0.99996821943201,0.999993613368723,"soc_net_bl"
"13","ATAD3B","Inh ALCAM TRPM3",-0.00701409187315562,4.67814039344046,1.82476454438053,0.17771316916571,0.99996821943201,0.999993613368723,"soc_net_bl"
"14","ATAD3A","Inh ALCAM TRPM3",0.00237226142220556,4.20858820196898,0.178310137276765,0.67311653666325,0.99996821943201,0.999993613368723,"soc_net_bl"
"15","SSU72","Inh ALCAM TRPM3",-0.00294878158451587,5.42735261615275,0.428375947149748,0.513262764877424,0.99996821943201,0.999993613368723,"soc_net_bl"
"16","FNDC10","Inh ALCAM TRPM3",0.0117159086890564,4.12630440640552,2.8777322863233,0.090796723583758,0.99996821943201,0.999993613368723,"soc_net_bl"
"17","MIB2","Inh ALCAM TRPM3",0.0001968604862729,5.17854764652745,0.00242581849575964,0.960749094072608,0.99996821943201,0.999993613368723,"soc_net_bl"
"18","CDK11B","Inh ALCAM TRPM3",-0.00173282782174021,4.8687268199837,0.161390324202144,0.761725568796642,0.99996821943201,0.999993613368723,"soc_net_bl"
"19","SLC35E2B","Inh ALCAM TRPM3",0.00320542623031912,4.98681774810147,0.542695210705893,0.461864168683791,0.99996821943201,0.999993613368723,"soc_net_bl"
"20","CDK11A","Inh ALCAM TRPM3",0.00798987845666402,4.27604450114629,1.51061488090078,0.219959267154494,0.99996821943201,0.999993613368723,"soc_net_bl"
"21","SLC35E2A","Inh ALCAM TRPM3",0.000777447725785487,4.95451632537351,0.0297181573323345,0.86324158631657,0.99996821943201,0.999993613368723,"soc_net_bl"
"22","NADK","Inh ALCAM TRPM3",-0.00109405007171509,4.38927848543172,0.0483703756380496,0.826065536618193,0.99996821943201,0.999993613368723,"soc_net_bl"
"23","GNB1","Inh ALCAM TRPM3",0.00146914263088404,7.70492252516462,0.574973423888697,0.448854211978449,0.99996821943201,0.999993613368723,"soc_net_bl"
"24","PRKCZ","Inh ALCAM TRPM3",0.00178570523152096,6.56273841156555,0.524189076945424,0.469595574151271,0.99996821943201,0.999993613368723,"soc_net_bl"
"25","FAAP20","Inh ALCAM TRPM3",-0.00422322277621375,4.60471419218108,0.575962884317085,0.448464528610603,0.99996821943201,0.999993613368723,"soc_net_bl"
"26","SKI","Inh ALCAM TRPM3",-0.0038571905010877,6.16576750182391,1.41892761212659,0.234473489965952,0.99996821943201,0.999993613368723,"soc_net_bl"
"27","MORN1","Inh ALCAM TRPM3",-0.00224667564351861,4.33719652510046,0.165307094179946,0.684591757776467,0.99996821943201,0.999993613368723,"soc_net_bl"
"28","RER1","Inh ALCAM TRPM3",0.00704650813987344,4.88549324294547,3.40354429942705,0.0659916660108538,0.99996821943201,0.999993613368723,"soc_net_bl"
"29","TPRG1L","Inh ALCAM TRPM3",0.00794339188904869,4.6891086366037,1.82541380994658,0.177636269669268,0.99996821943201,0.999993613368723,"soc_net_bl"
"30","LRRC47","Inh ALCAM TRPM3",0.0063030829648156,4.50774154222945,1.4015230800654,0.237358040092042,0.99996821943201,0.999993613368723,"soc_net_bl"
"31","CEP104","Inh ALCAM TRPM3",-0.00585509206515954,5.64600495998581,3.80881667156696,0.0518661923462039,0.99996821943201,0.999993613368723,"soc_net_bl"
"32","DFFB","Inh ALCAM TRPM3",0.00281239121743776,4.81821666727757,0.428746112749647,0.643210114009151,0.99996821943201,0.999993613368723,"soc_net_bl"
"33","AJAP1","Inh ALCAM TRPM3",0.00818418623282946,5.89570039277385,4.28692370796752,0.0392180246092175,0.99996821943201,0.999993613368723,"soc_net_bl"
"34","NPHP4","Inh ALCAM TRPM3",-0.00154014138901968,5.4360493904936,0.164833048189611,0.685019916288213,0.99996821943201,0.999993613368723,"soc_net_bl"
"35","KCNAB2","Inh ALCAM TRPM3",0.0064665975366675,5.98243120441123,4.51226227363185,0.0344285601654063,0.99996821943201,0.999993613368723,"soc_net_bl"
"36","CHD5","Inh ALCAM TRPM3",-0.00165100448200369,7.02634777357553,0.270966427628636,0.603048563521494,0.99996821943201,0.999993613368723,"soc_net_bl"
"37","RPL22","Inh ALCAM TRPM3",0.00221948046714957,5.35846259917801,0.405458991732889,0.524744152003025,0.99996821943201,0.999993613368723,"soc_net_bl"
"38","RNF207","Inh ALCAM TRPM3",-1.41517753915728e-05,4.5510602633289,2.82464879959893e-05,0.995762820872197,0.99996821943201,0.999993613368723,"soc_net_bl"
"39","ICMT","Inh ALCAM TRPM3",0.00673893206709036,4.13449449483053,1.20026201589066,0.274103175592171,0.99996821943201,0.999993613368723,"soc_net_bl"
"40","GPR153","Inh ALCAM TRPM3",0.00222748598951149,4.22528975874713,0.0969488973702911,0.755727470875317,0.99996821943201,0.999993613368723,"soc_net_bl"
"41","ACOT7","Inh ALCAM TRPM3",0.00146657015834226,6.4918077643858,0.267122850192256,0.605629701870738,0.99996821943201,0.999993613368723,"soc_net_bl"
"42","TNFRSF25","Inh ALCAM TRPM3",-0.0049000543493199,6.05629661510616,1.63721282831973,0.201646502792357,0.99996821943201,0.999993613368723,"soc_net_bl"
"43","PLEKHG5","Inh ALCAM TRPM3",0.00383781095860563,5.04446280358073,0.777000418722984,0.378729725251848,0.99996821943201,0.999993613368723,"soc_net_bl"
